building_name,zipcode,total_inhabitants,latitude,longitude,NTA,yearbuilt
John Lowery,10017,1146,40.7544362,-73.969681,Clinton,1935
"City of New York, Fire Department",10036,319,40.7550615,-73.981846,Clinton,1954
Horace Saks; Saks Fifth Avenue,10022,105,40.7581214,-73.976439,Stuyvesant Heights,1899
Irwin Chanin; Chanin Organization,10036,361,40.7600035,-73.98674,East Concourse-Concourse Village,0
Gould Realty Company,10022,1595,40.7610947,-73.974722,Flushing,1920
R. I. Jenks,10065,588,40.766034,-73.968222,Hollis,1923
60 East 65th Street Corporation,10065,411,40.7665069,-73.967467,Van Cortlandt Village,1926
Clara Bowron,10065,457,40.7665069,-73.967467,West Village,1927
Johnson & Jardine,10065,547,40.7668896,-73.969764,Melrose South-Mott Haven North,1920
Seventh Regiment of New York State,10065,562,40.767584,-73.965615,Hunters Point-Sunnyside-West Maspeth,1925
Anna B. Bliss,10065,1022,40.7676454,-73.969623,Spuyten Duyvil-Kingsbridge,1920
James R. Sheffield,10065,606,40.7685291,-73.966632,Claremont-Bathgate,1920
Christopher Keyes,10021,795,40.7687979,-73.963866,West New Brighton-New Brighton-St. George,1910
Charles Huber,10021,414,40.7689023,-73.962897,Hudson Yards-Chelsea-Flatiron-Union Square,1915
Not determined,11363,401,40.7706793,-73.748554,Clinton,1910
"Henry Goodman (Estate of), Wolf & Kohn (attorneys)",10021,1423,40.7710461,-73.961163,Clinton,1920
Louis Reiss,10021,239,40.7712517,-73.961836,East New York (Pennsylvania Ave),1910
Young Men's Christian Association,10023,455,40.771277,-73.980166,Melrose South-Mott Haven North,1930
Charles Dana Gibson,10021,464,40.7714851,-73.961897,Briarwood-Jamaica Hills,1923
K. E. Palmer,11106,304,40.7740788,-73.75008,Bushwick South,1930
John C. W. Cadoo,11363,684,40.7741923,-73.749062,Carroll Gardens-Columbia Street-Red Hook,1930
Leo S. & Alexander M. Bing,10023,580,40.7743904,-73.977989,Longwood,1926
Not determined,11363,1332,40.774431,-73.749167,Crown Heights South,1935
James V. S. Woolley (attributed),10075,711,40.7746498,-73.962577,Pomonok-Flushing Heights-Hillcrest,1930
Wililam W. Hall,10021,588,40.7749244,-73.964145,Kew Gardens Hills,1910
J. Hart Welch,11363,569,40.7753535,-73.749486,East Harlem South,1930
Mrs. Stanley,11363,459,40.7755973,-73.750725,West Farms-Bronx River,1920
Michael Giblin,10023,496,40.7758744,-73.980372,East New York (Pennsylvania Ave),1899
Julia K. Boisse,11363,326,40.7760649,-73.752139,Morrisania-Melrose,1930
Charles H. Lindsley,10023,338,40.7764076,-73.980763,park-cemetery-etc-Brooklyn,1930
John Farley & Son,10023,412,40.7764462,-73.979873,Brighton Beach,1910
Clara Bilodeau,10023,496,40.7767463,-73.977624,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,1901
John M. Ruck,10023,1825,40.7771132,-73.979216,Gramercy,1900
Park & Tilford,10023,518,40.7771132,-73.979216,Van Cortlandt Village,1910
Mayfair Management Corporation,10023,196,40.7771963,-73.976641,Erasmus,1926
W. W. Hall,10075,735,40.7776322,-73.962447,West Concourse,1910
John C. W. Cadoo,11363,471,40.7778258,-73.747945,Hudson Yards-Chelsea-Flatiron-Union Square,1900
Edward Clark,10023,182,40.7780097,-73.97728,Chinatown,1964
Anthony J. Schiaro,11363,1011,40.7780679,-73.748009,Hunters Point-Sunnyside-West Maspeth,1901
Not determined,11363,368,40.7781042,-73.747867,Williamsbridge-Olinville,1920
Terence Farley & Son,10023,347,40.7781566,-73.978714,Marble Hill-Inwood,1910
Walter J. M. Donovan,10023,290,40.7782841,-73.981254,Chinatown,1930
Mrs. H. C. Foster,11363,479,40.7785635,-73.748007,Bushwick South,1920
244 West 72nd Street Corporation,10023,1200,40.7792351,-73.983487,Crown Heights South,1895
Leonard Beeckman,10023,1066,40.779766,-73.975599,Richmond Hill,1931
Thomas C. Edgar,10023,549,40.7802479,-73.978663,Borough Park,1920
Mrs. L. J. Frey and Arthur Timmins,11363,317,40.7805059,-73.75214,West Farms-Bronx River,1928
Lillian Paul,11363,651,40.7806239,-73.749979,Ocean Hill,1910
11 Riverside Drive Corporation,10023,657,40.7814506,-73.984581,Mott Haven-Port Morris,1900
Capitol Realty & Construction Company,10128,682,40.781694,-73.959151,North Side-South Side,1920
"MegaStructures, Inc.",10024,382,40.7817705,-73.975821,Bushwick South,1930
Christian Blinn,10024,1754,40.7817705,-73.975821,Lower East Side,1950
Robert Wallace,10024,676,40.782789,-73.975589,East New York,1920
Mary M. Williams,10024,360,40.7833344,-73.972973,Schuylerville-Throgs Neck-Edgewater Park,1988
James J. Spaulding,10024,381,40.7833555,-73.97205,Soundview-Castle Hill-Clason Point-Harding Park,1920
Augustus Merritt & Amsterdam 80 Development Company,10024,1212,40.7834014,-73.977599,Maspeth,1910
Charles McDonald,10024,576,40.7834513,-73.973251,Erasmus,1900
Not determined,10128,586,40.7836384,-73.955789,Old Astoria,1900
James V. S. Woolley,10128,2850,40.7852814,-73.955142,Bayside-Bayside Hills,1920
George C. Edgar & Son,10024,441,40.7853689,-73.971901,Lincoln Square,1899
William Saunders,10024,461,40.7855835,-73.970403,Pelham Parkway,1920
Bernard S. Levy & Son,10024,698,40.7855968,-73.98121,East Williamsburg,1910
Alfred C. Clark,10024,560,40.785668,-73.971638,Central Harlem North-Polo Grounds,1900
Walter Reid,10128,460,40.7858258,-73.95614,Canarsie,1900
Theodore Cordler,10024,2586,40.7861345,-73.975845,West New Brighton-New Brighton-St. George,1899
Theodore Cordler,10024,370,40.7861345,-73.975845,Jamaica,1900
Not determined,10128,593,40.7861368,-73.95588,Elmhurst,1901
William Bell,10024,329,40.7862516,-73.97649,Soundview-Castle Hill-Clason Point-Harding Park,1900
Harry Schiff,10024,741,40.7867351,-73.979805,Battery Park City-Lower Manhattan,1900
James J. Spaulding,10024,572,40.7871134,-73.969906,Chinatown,1901
Paterno Construction Company,10024,430,40.7874906,-73.977654,Van Cortlandt Village,1940
Patrick Farley,10024,360,40.7876271,-73.969157,Williamsbridge-Olinville,1911
522 West End Avenue Corporation,10024,432,40.7884126,-73.977877,Lincoln Square,1915
86th Street & West End Avenue Company,10024,429,40.7884126,-73.977877,Battery Park City-Lower Manhattan,1915
John C. Henry,10024,1119,40.7897803,-73.978166,Van Cortlandt Village,1900
W. W. & T. M. Hall,10024,189,40.7905306,-73.978858,Canarsie,1924
Increase M. Grenell,10025,306,40.7907703,-73.966868,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,1912
Jessie Reynolds,10025,288,40.7911321,-73.966742,Central Harlem North-Polo Grounds,1900
"Vinross Realties, Inc.",10025,327,40.7916535,-73.965304,West Concourse,1900
320 West 90th Street Corporation,10024,1216,40.7917484,-73.977003,Sunset Park West,1910
175 Riverside Drive Corporation,10024,363,40.7917906,-73.977884,Bedford,1901
175 Riverside Drive Corporation,10024,414,40.7917906,-73.977884,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1929
Edward Kilpatrick,10025,508,40.7918722,-73.965579,Hunters Point-Sunnyside-West Maspeth,1936
United States Department of the Army,11359,248,40.7943067,-73.775913,Soundview-Castle Hill-Clason Point-Harding Park,1926
Robert T. Lyons,10025,519,40.7963263,-73.973873,Bellerose,1926
New York Cancer Hospital,10025,1650,40.7979089,-73.961011,East Harlem North,1910
John Brown,10025,1904,40.7979996,-73.961428,West Brighton,0
John C. Umberfield,10025,359,40.801546,-73.96962,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1900
John C. Umberfield,10025,626,40.80159,-73.969844,Far Rockaway-Bayswater,2002
Harnod Construction Corporation,10025,182,40.8018085,-73.969335,Marble Hill-Inwood,1905
St. Nicholas-Seventh Avenue Theatre Company,10026,,40.8029738,-73.953066,,1900
Henry M. Greenberg,10026,,40.8030334,-73.946362,,1900
First Reformed Presbyterian Church,10026,,40.8034492,-73.946107,,1927
William Picken,10026,,40.8038167,-73.947268,,1925
Not determined,10026,,40.8044596,-73.949723,,1899
James C. Crawford,10027,,40.805167,-73.948402,,1910
John J. Bell,10027,,40.8055487,-73.948408,,1899
Unity Congregational Church,10027,,40.8055858,-73.947642,,1920
Alart Building Corporation,10025,,40.8056913,-73.967311,,1910
Alart Building Corporation,10025,,40.8056913,-73.967311,,1920
George W. Ruddell,10027,,40.8061105,-73.949733,,1910
A. Alonzo Teets,10027,,40.8065984,-73.948951,,1929
Estey Piano Factory,10454,,40.8076297,-73.928986,,1924
William O'Gorman & Hermann Stursberg,10454,,40.8096658,-73.920486,,1910
John Cotter,10454,,40.8105096,-73.924543,,1910
"David H. King, Jr.",10030,,40.8177861,-73.943351,,1920
"David H. King, Jr.",10030,,40.8186809,-73.94315,,1910
Gustavus L. Lawrence,10031,,40.8223569,-73.947149,,1931
Annie E. Ruddell,10031,,40.8239367,-73.947857,,1910
"William H. DeForest, Jr.",10031,,40.8243004,-73.947809,,1910
George Daiker,10031,,40.8250587,-73.94359,,1901
Mary Cahill,10031,,40.8254973,-73.944486,,1899
Bandes Development,10451,,40.825867,-73.921918,,1900
"John Ruddell, Jr.",10031,,40.8258996,-73.944481,,1910
E. P. Johnson,10031,,40.8260513,-73.944839,,1899
Susan Orcutt,10031,,40.826874,-73.943868,,1938
Catherine A. Lavelle,10456,,40.827203,-73.903012,,1901
Claude W. Mick,10031,,40.8278623,-73.942877,,1926
Edgecombe & 153rd Corporation,10031,,40.8283567,-73.940683,,1899
McKinley Realty & Construction Company,10031,,40.8285987,-73.943234,,1903
Ernest Wenigmann,10456,,40.8293157,-73.912189,,1926
American Academy and Institute of Arts and Letters,10032,,40.8339961,-73.947406,,1926
James E. Ray,10032,,40.8348925,-73.93951,,1926
City of New York; New York Zoological Society,10460,,40.8532294,-73.877637,,1929
Albert E. Wheeler,10471,,40.8916516,-73.907263,,1921
Dr. Nathan Relkin,10471,,40.8920796,-73.906634,,1899
Ralph W. Lickley,10471,,40.8922195,-73.906509,,1905
Parkway Heights Company,10471,,40.8924489,-73.901975,,1930
Benjamin L. Winchell,10471,,40.8952952,-73.904813,,1915
Percival Wilds,10471,,40.8957632,-73.906275,,1920
A. E. Wheeler Building Corporation,10471,,40.8958371,-73.902558,,1920
Dr. Joseph Lintz,10471,,40.8961108,-73.90503,,1925
United States Federal Government (Lighthouse Board),10309,,40.5076439,-74.213464,,1930
Reformed Church of Huguenot Park,10312,,40.5320525,-74.192408,,1901
Robert E. Mersereau,10309,,40.5390278,-74.217336,,1915
Robert E. Mersereau,10309,,40.5391676,-74.217382,,1868
Not determined,10312,,40.5395016,-74.169985,,1931
Richmond County School District Board of Trustees,10309,,40.5397897,-74.237113,,1899
Henry I. Seaman,10306,,40.5712738,-74.14512,,1899
Stephens D. Stephens,10306,,40.5714349,-74.145553,,1940
Not determined,10314,,40.5721894,-74.146107,,1896
Saint Andrew's Church,10306,,40.5729631,-74.147229,,1973
William & Catherine Cass,10306,,40.5752512,-74.142099,,1973
"City of New York, Department of Public Charities",10314,,40.5905136,-74.132299,,1931
Not determined,10314,,40.5915093,-74.133796,,1931
"City of New York, Department of Public Charities",10314,,40.5921611,-74.130513,,1965
Not determined,10314,,40.5930098,-74.134565,,1930
"City of New York, Department of Public Charities",10314,,40.5939511,-74.130273,,1930
"City of New York, Department of Public Charities",10314,,40.5939834,-74.13836,,0
"City of New York, Department of Public Charities",10314,,40.5945891,-74.138748,,1994
"City of New York, Department of Public Charities",10314,,40.5947411,-74.135121,,1930
"City of New York, Department of Public Charities",10314,,40.5949642,-74.13776,,1930
"City of New York, Department of Public Charities",10314,,40.5951614,-74.138547,,1930
"Ferdinandus Van Sicklen, Jr.",11223,,40.5955503,-73.974176,,1931
Not determined,10314,,40.5971563,-74.138812,,1931
Not determined,10314,,40.5972443,-74.140553,,1931
Not determined,10314,,40.5972879,-74.139839,,1899
Not determined,10314,,40.5973036,-74.139989,,1975
Not determined,10314,,40.5973216,-74.137795,,1969
"City of New York, Police Department",11691,,40.6027888,-73.749981,,1975
United States Federal Government,0,,40.6089273,-74.031775,,1975
United States Federal Government,11209,,40.6091979,-74.033209,,1975
St. John's Episcopal Church,10305,,40.6116322,-74.063527,,1931
Not determined,10305,,40.6151235,-74.062932,,1931
Not determined,10305,,40.6151448,-74.073796,,1931
Mrs. Elizabeth Racey,10310,,40.623658,-74.112316,,1931
Not determined,0,,40.6267543,-73.954117,,1665
Not determined,10304,,40.6282807,-74.082789,,1931
Not determined,10304,,40.6282807,-74.082789,,1901
Not determined,10304,,40.6288597,-74.082211,,1901
Mary & Samuel Anderson,10304,,40.6290458,-74.083721,,1899
Robert M. Hazard,10304,,40.6293504,-74.079566,,1899
Philip Licht,10304,,40.6293575,-74.08345,,1905
William Hechler,10304,,40.6295264,-74.081958,,1901
William Ludlum,10304,,40.6296186,-74.083839,,1845
Thomas H. Metcalfe,10304,,40.6298139,-74.082298,,1901
Not determined,10304,,40.6301963,-74.08335,,1899
Not determined,11230,,40.6304161,-73.961389,,1899
Caleb T. Ward (possibly),10304,,40.6304258,-74.082228,,1860
Rosely Hanchett,10304,,40.6305294,-74.082734,,1930
T. B. Ackerson Construction Company,11230,,40.6305402,-73.96068,,1899
Not determined,11230,,40.6305504,-73.958138,,1920
Lillian Tick,11230,,40.6305925,-73.959687,,1899
Albertina Bauer,10304,,40.6306237,-74.080589,,1899
T. B. Ackerson Construction Company,11230,,40.6307023,-73.960132,,1899
George T. Wright,10304,,40.6308603,-74.081525,,1901
Ida Dibble,10304,,40.6308794,-74.080145,,1920
T. B. Ackerson Construction Company,11230,,40.6309608,-73.961756,,1901
Charles F. Bond,11230,,40.6309789,-73.959302,,1901
Not determined,11230,,40.6310307,-73.958303,,1920
William Anselm,10304,,40.6311789,-74.081681,,1910
Not determined,11230,,40.6312291,-73.96192,,1910
J. Allan Guild,11230,,40.6312635,-73.959824,,1910
Not determined,10304,,40.6313155,-74.079681,,1910
"Joseph H. Wiser, Jr.",11230,,40.6313297,-73.958872,,1910
Not determined,11230,,40.6313537,-73.961742,,1940
Not determined,11230,,40.6314193,-73.960137,,1925
Not determined,11230,,40.6315467,-73.958163,,1910
Arthur J. De Berard,11230,,40.6315626,-73.959906,,1910
Not determined,11230,,40.6315973,-73.958949,,1901
Salvatore Maresca,10304,,40.6316122,-74.079474,,1910
C. Halstead,11230,,40.6316555,-73.959239,,1910
Charles F. Bond,11230,,40.6317956,-73.960102,,1910
T. B. Ackerson Construction Company,11230,,40.6318509,-73.958378,,1930
Not determined,11230,,40.6318585,-73.959192,,1905
T. B. Ackerson Construction Company,11230,,40.631935,-73.96034,,1905
Not determined,11230,,40.6321379,-73.961366,,1910
T. B. Ackerson Construction Company,11230,,40.6322139,-73.960392,,1910
John R. Corbin Company,11230,,40.6322304,-73.96104,,1899
T. B. Ackerson Construction Company,11230,,40.6322717,-73.958496,,1910
John R. Corbin Company,11230,,40.6323508,-73.961261,,1901
James E. Bale,11230,,40.6323613,-73.959106,,1910
Alois Weinmuller & Martin Utting,11230,,40.6326522,-73.961476,,1910
Arthur H. Walkley,11230,,40.6330022,-73.960359,,1910
Viola Franzreb,10301,,40.6331138,-74.079281,,1901
Not determined,10301,,40.6331515,-74.079388,,1910
Not determined,10301,,40.6332494,-74.078306,,1920
Christian Baur & Son,11230,,40.6332565,-73.959273,,1930
John R. Corbin Company,11230,,40.6333704,-73.959768,,1930
John R. Corbin Company,11230,,40.6334224,-73.960252,,1925
Joseph A. Ecker,11230,,40.6335592,-73.96224,,1915
Percy D. Wright,11230,,40.6335995,-73.961866,,1915
Charles Morris,11230,,40.6336217,-73.961683,,1920
John R. Corbin Company,11230,,40.6338309,-73.961312,,1910
John R. Corbin Company,11230,,40.6338421,-73.960738,,1910
John R. Corbin Company,11230,,40.6338601,-73.961632,,1910
Middletown Township School District,10301,,40.6338603,-74.07845,,1910
John R. Corbin Company,11230,,40.6339186,-73.958748,,1920
Herbert N. Warbasse,11230,,40.6341508,-73.961398,,1910
Frank Holbrook,11230,,40.6341958,-73.959639,,1959
Not determined,11230,,40.6342319,-73.960403,,1901
John R. Corbin Company,11230,,40.6342647,-73.961961,,1915
Sam Williams,11230,,40.6343016,-73.95866,,1910
Not determined,11230,,40.6343675,-73.96163,,1925
John R. Corbin Company,11230,,40.6345101,-73.960815,,1915
Arthur H. Strong,11230,,40.634518,-73.961772,,1901
Not determined,11230,,40.6345607,-73.958793,,1915
John R. Corbin Company,11230,,40.6347848,-73.96051,,1920
John R. Corbin Company,11230,,40.6349192,-73.960534,,1915
William H. Ahrens,11230,,40.635251,-73.959917,,1899
Not determined,11230,,40.6356635,-73.958874,,1920
Harry Grattan,11226,,40.6364802,-73.962713,,1915
Not determined,11226,,40.6365898,-73.962131,,1915
Not determined,11226,,40.6366387,-73.962055,,1910
Harry Grattan,11226,,40.6366595,-73.962293,,1899
Stephen W. & Virginia W. Giles,11226,,40.6366883,-73.961202,,1910
Stephen W. & Virginia W. Giles,11226,,40.6367353,-73.961388,,1905
Stephen W. & Virginia W. Giles,11226,,40.6368555,-73.960845,,1910
Not determined,11226,,40.6369446,-73.962119,,1905
Not determined,11226,,40.6373181,-73.960476,,1905
Andrew Carnegie,10302,,40.6375949,-74.130902,,1905
W. Oscar Shadbolt,11226,,40.6376065,-73.960984,,1905
Harry Grattan,11226,,40.6376407,-73.961414,,1910
Not determined,11226,,40.637696,-73.961515,,1939
Severin A. Breding,11226,,40.6379786,-73.961313,,1905
Not determined,11226,,40.6379812,-73.962585,,1905
Not determined,11226,,40.6380378,-73.960364,,1905
Not determined,11226,,40.6380768,-73.960464,,1905
Henry L. Quick,11226,,40.6383295,-73.960673,,1910
Not determined,11226,,40.638492,-73.962485,,1910
William S. Sprague,11226,,40.6387149,-73.96058,,1910
Daniel Lauer,11226,,40.6388313,-73.962676,,1910
W. Frederick Steinmetz,11226,,40.639017,-73.963218,,1910
Alexander C. Snyder,11226,,40.6390907,-73.961306,,1910
Not determined,11226,,40.6391252,-73.962617,,1910
William Frederick Steinmetz,11226,,40.6391528,-73.962723,,1905
George E. Boynton,11226,,40.6392729,-73.960397,,1910
William Frederick Steinmetz,11226,,40.6392777,-73.962793,,1910
Not determined,11226,,40.6393999,-73.96266,,1910
William & Ella J. Moore,11226,,40.6395253,-73.960013,,1910
Not determined,11226,,40.6397041,-73.960823,,1910
Samuel F. Sherwood,11226,,40.6397044,-73.96139,,1910
Van Rensselaer & Marian Lansingh,11226,,40.6398188,-73.959884,,1899
John L. Vandeveer,11226,,40.6399475,-73.961436,,1910
Vicella Fisher,11226,,40.6401384,-73.959403,,1910
Margaret A. Shields (later Vanderzee),10301,,40.640147,-74.081665,,1899
Not determined,11226,,40.6407975,-73.959538,,1910
J. R. Corbin,11218,,40.6441372,-73.968978,,1910
Dean Alvord or Joseph & Harriet Johnson,11218,,40.6441928,-73.968027,,1887
Sailors' Snug Harbor,10301,,40.6443799,-74.101971,,1920
Dean Alvord,11218,,40.6445237,-73.968525,,1899
Not determined,11218,,40.6445269,-73.968284,,1899
Daniel Laver,11218,,40.6445856,-73.967623,,1900
Dean Alvord,11218,,40.6447638,-73.968649,,1899
Dean Alvord,11226,,40.6448468,-73.9657,,1899
Not determined,11226,,40.6448526,-73.966457,,1899
Not determined,11226,,40.6448698,-73.965603,,1899
Herman Goetze,11218,,40.6448898,-73.969074,,1905
